exp_component_name,alignment_id,donor_id,gender,organism,sampling_region,roi,facs_population_plan,sample_type,facs_well,facs_container,rna_amplification_set,rna_amplification,percent_cdna_longer_than_400bp,amplified_quantity_ng,library_prep_set,library_prep,avg_size_bp,quantification_fmol,batch_sent_for_sequencing,tube_sent_for_sequencing,total_reads,rsem_reads_aligned_mRNA_gDNA,rsem_percent_reads_aligned_to_mrna,rsem_percent_reads_aligned_to_genome_only,rsem_percent_reads_aligned_total,percent_reads_aligned_to_exons,percent_reads_aligned_to_rrna,percent_reads_aligned_to_trna,percent_reads_aligned_to_other_ncrna,percent_reads_aligned_to_mt_exons,percent_reads_aligned_to_mt_rrna,percent_reads_aligned_to_mt_trna,percent_reads_aligned_to_mt_other_ncrna,percent_reads_aligned_intron,percent_reads_aligned_to_ecoli,percent_reads_aligned_to_synthetic_constructs,percent_reads_aligned_total,percent_unique_reads,complexity_aatt,complexity_acgt,complexity_agct,complexity_at,complexity_catg,complexity_ccgg,complexity_cg,complexity_gatc,complexity_gc,complexity_ta,cpm.0_gene_count,cpm.1_gene_count,cpm.4_gene_count,cpm.8_gene_count,cpm.16_gene_count,cpm.32_gene_count,cpm.64_gene_count
LS-15051_S90_E1-50,517315504,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_044_B01,F1S4_160218_044,A8S4_160401_02,A8S4_160401_02_B12,0.85,16.18033141,L8S4_160406_02,L8S4_160406_02_B12,465,201.6911358,RSC-017,LS-15051,2691095,1593128,15.7,43.5,67.8,27.54956625,0,0,7.906707121,0.009698654,0.000297277,0,0,60.22455543,0.009151293,0.000821599,94.06022456,78.34663956,1.041732421,0.92532128,1.208132621,0.851605863,1.211574939,1.076006332,0.271974899,1.041563937,0.974034583,0.740478628,7710,6990,6287,5840,5241,4398,3162
LS-15040_S55_E1-50,517321179,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160113_058_G01,F2S4_160113_058,A8S4_160318_02,A8S4_160318_02_G07,0.755,22.77937939,L8S4_160323_03,L8S4_160323_03_G07,535,135.7487193,RSC-016,LS-15040,3462742,1939136,19.5,36.5,64.1,31.2598513,0,0,7.139024507,0.034770133,0.013255391,0.000115515,0,58.85159795,0.0060403,0.001224463,95.08398258,77.82601187,1.043822982,0.930811943,1.200016508,0.856777894,1.213260636,1.074100944,0.272113861,1.032474763,0.978499394,0.748990662,9557,8676,7794,7143,6140,4727,3084
SM-D9CXK_S07_E1-50,567046011,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_137_G01,F1S4_160831_137,A8S4_161212_01,A8S4_161212_01_G01,0.848,23.64762887,L8S4_161220_04,L8S4_161220_04_G01,382,231.3077771,RSC-060,SM-D9CXK,2570079,1598589,18.3,43.9,70.7,29.76791764,0,0,7.614123924,0.035368563,0.013384803,0,0,55.46926768,0.001485168,0.000875459,93.59035267,83.99074503,1.056133263,0.927502146,1.20427078,0.848007654,1.205867047,1.064146261,0.284862356,1.037800672,0.987845055,0.739515533,9509,8848,8024,7351,6321,4792,3008
SM-D9EPU_S63_E1-50,561809072,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_120_G01,F1S4_161026_120,A8S4_161114_02,A8S4_161114_02_G08,0.631,4.11625,L8S4_161118_04,L8S4_161118_04_G08,434,101.3800621,RSC-055,SM-D9EPU,2354103,1275924,22.2,32,65.2,35.7110118,0,0,8.455492389,0.039675409,0.000169916,8.50E-05,0,43.6316083,0.019689878,0.016750754,90.03718189,64.75436716,1.052717352,0.929912144,1.207016764,0.834298787,1.199507176,1.068305979,0.346322065,1.02605791,1.000079345,0.727988602,8955,5463,4652,4348,3976,3476,2877
LS-15516_S58_E1-50,545666361,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_117_B01,F1S4_160721_117,A8S4_160811_01,A8S4_160811_01_B08,0.818,21.03596262,L8S4_160817_03,L8S4_160817_03_B08,492,86.36976674,RSC-038,LS-15516,2155303,1006526,15.2,31.5,54.4,25.71875045,0,0,6.704254576,0.049598595,0.018605273,9.28E-05,0,62.30302654,0.004542749,0.001823873,94.34659535,81.31448339,1.063717185,0.924837803,1.197911037,0.840399276,1.203078958,1.079014522,0.278082212,1.027100125,0.993614073,0.734098957,10728,8855,7776,7087,5978,4567,2905
SM-D9E5D_S01_E1-50,588558196,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_030_A01,F2S4_170405_030,A8S4_170419_04,A8S4_170419_04_A01,0.784,18.71550073,L8S4_170427_03,L8S4_170427_03_A01,375,176.9098395,RSC-086,SM-D9E5D,2771283,1723738,16.2,46,69.1,25.30697875,0,0,5.663405722,0.00718079,0.0023094,0.000108253,0,60.97118194,0.001506883,0.002877368,93.37324986,82.5705278,1.046269316,0.927401005,1.209761678,0.845048775,1.220258586,1.076682302,0.274615447,1.036424156,0.979883212,0.730640377,9248,8531,7771,7117,6187,4908,3143
SM-D9E5D_S80_E1-50,588558037,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_059_H01,F2S4_170405_059,A8S4_170419_04,A8S4_170419_04_H10,0.66,7.09250489,L8S4_170427_03,L8S4_170427_03_H10,386,141.0201748,RSC-086,SM-D9E5D,3067359,1944706,23.4,40,69,31.98096473,0,0,3.944305182,0.008476347,0.000228209,0.000163007,0,55.99928147,0.002255034,0.003933351,92.90063537,72.68761172,1.033968433,0.931289275,1.210988738,0.843406538,1.23481548,1.072875492,0.28722044,1.03811294,0.977453567,0.714829123,5946,5101,4630,4380,4040,3567,2854
LS-15303_S09_E1-50,523920505,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_066_A01,F2S4_160421_066,A8S4_160512_02,A8S4_160512_02_A02,0.624,13.46633229,L8S4_160520_02,L8S4_160520_02_A02,469,137.0992043,RSC-024,LS-15303,1874011,1064439,23.9,32.9,65.6,36.48452437,0,0,7.410362052,0.053254757,0.026840824,0,0,51.48331573,0.006358554,0.006392705,94.205637,81.1124908,1.051490474,0.929822641,1.19443773,0.855369045,1.210620983,1.068975008,0.277438801,1.034332224,0.983555427,0.742966792,12524,10231,8274,7072,5728,4545,3119
SM-D9CZC_S09_E1-50,572438112,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_135_A01,F1S4_161207_135,A8S4_170131_03,A8S4_170131_03_A02,0.799,28.91869486,L8S4_170206_03,L8S4_170206_03_A02,342,317.2462785,RSC-068,SM-D9CZC,2293701,965648,12.7,29.4,48.7,21.75545112,0,0,6.180404508,0.006016477,0.004970133,0,0,37.96480012,0.00269172,0.001574748,64.42993224,70.75187655,1.083767458,0.932268866,1.161848946,0.844248136,1.158503942,1.049987141,0.424973794,1.050231431,0.999990399,0.73463787,9948,8605,7619,6878,5990,4686,2937
SQ-80016_S75_E1-50,555308263,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_119_C01,F1S4_160831_119,A8S4_160930_03,A8S4_160930_03_C10,0.594,7.490899476,L8S4_161006_03,L8S4_161006_03_C10,399,77.72946795,RSC-046,SQ-80016,2734431,1514875,13.4,42,61.2,20.15304098,0,0,4.327152523,0.023441806,0.014664843,0,0,58.88512089,0.016043557,0.003771534,90.70362353,67.41303767,1.040866211,0.946926183,1.187303526,0.851572324,1.219436028,1.07556508,0.294165912,1.021580331,0.979119389,0.748914214,7568,6854,6208,5748,5022,4046,2818
LS-15537_S62_E1-50,550606320,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_142_F01,F1S4_160802_142,A8S4_160824_03,A8S4_160824_03_F08,0.81,21.23703571,L8S4_160831_04,L8S4_160831_04_F08,593,103.6585171,RSC-040,LS-15537,2536187,1326426,20.3,32,61.7,33.31402613,0,0,8.519639916,0.092501066,0.032489718,0.000354863,0,55.44461035,0.004309619,0.005031175,95.25587033,79.15555911,1.043485319,0.937733717,1.194227861,0.862507841,1.209686845,1.068885352,0.276345701,1.026704376,0.986350668,0.759708939,9442,8796,7960,7242,6180,4693,3031
SM-D9E5D_S55_E1-50,588558088,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_056_G01,F2S4_170405_056,A8S4_170419_04,A8S4_170419_04_G07,0.73,8.980388532,L8S4_170427_03,L8S4_170427_03_G07,422,104.8934733,RSC-086,SM-D9E5D,2976654,1827665,23.6,37.8,68.4,33.06161885,0,0,4.873021856,0.001041438,0.000201569,0,0,54.03486599,0.001615572,0.009274843,93.70061149,74.78252427,1.03661931,0.926696289,1.214143189,0.841300347,1.232164907,1.074788721,0.292512385,1.039625665,0.977477809,0.709759711,6707,6043,5519,5182,4777,4140,3158
LS-15529_S70_E1-50,550000100,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_125_F01,F1S4_160802_125,A8S4_160819_02,A8S4_160819_02_F09,0.828,21.55964669,L8S4_160826_04,L8S4_160826_04_F09,622,119.2669444,RSC-039,LS-15529,2394475,1175688,15.9,33.2,56.9,27.18721223,0,0,6.979943411,0.037753579,0.013948778,0.00029234,0,59.51137514,0.003561115,0.001427035,94.70485179,80.81984569,1.040031946,0.939138098,1.191240482,0.863411199,1.218830444,1.070904748,0.263320238,1.02608117,0.979265939,0.758170384,9413,8722,7865,7193,6232,4797,2994
LS-15028_S95_E1-50,515763939,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160113_047_G01,F2S4_160113_047,A8S4_160126_02,A8S4_160126_02_G12,0.75,33.57907827,L8S4_160314_01,L8S4_160314_01_G12,420,171.5715078,RSC-014,LS-15028,1951912,1106734,20.4,36.3,63.8,31.43271828,0,0,6.256839448,0.058455504,0.04452045,0,0,53.08405297,0.031699175,0.001456008,91.17193808,82.49762284,1.040114489,0.932207121,1.197327414,0.854469815,1.209670112,1.072400958,0.304150002,1.039860153,0.972143958,0.740994066,11601,9280,8174,7479,6435,4935,3184
SM-D9EQ6_S49_E1-50,595542523,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_091_A01,F1S4_170426_091,A8S4_170511_07,A8S4_170511_07_A07,0.496,3.537313738,L8S4_170518_01,L8S4_170518_01_A07,314,173.4795202,RSC-092,SM-D9EQ6,2134943,969960,13.2,32.2,56.4,22.30958859,0,0,5.46628177,0.046090223,0.045481308,0,0,45.28589288,0.007122907,0.054959313,82.91457898,55.64553714,1.08650578,0.926988019,1.203856361,0.797797744,1.159057455,1.04801971,0.444671242,1.032241136,1.063690349,0.706008505,9600,5392,4273,3888,3502,3014,2394
LS-15303_S30_E1-50,523920462,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_068_F01,F2S4_160421_068,A8S4_160512_02,A8S4_160512_02_F04,0.816,20.99816614,L8S4_160520_02,L8S4_160520_02_F04,509,145.2905346,RSC-024,LS-15303,2861500,1682562,24.8,34,68.5,38.82862135,0,0,8.855844837,0.035960161,0.016809366,3.49E-05,0,51.35299668,0.004560895,0.001649834,95.43435261,76.73637952,1.046212316,0.933144825,1.199397731,0.855935178,1.212079925,1.068569495,0.274446289,1.031709263,0.979522065,0.747457507,9385,8715,7837,7268,6274,4985,3266
SM-D9EQ7_S66_E1-50,595542297,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_089_B01,F1S4_170426_089,A8S4_170511_06,A8S4_170511_06_B09,0.597,21.60663036,L8S4_170517_05,L8S4_170517_05_B09,339,122.2804736,RSC-092,SM-D9EQ7,2534707,1375585,9.67,44.6,61.4,17.19713561,0,0,5.571215924,0.033968423,0.015228585,0,0,60.88983855,0.004317264,0.012802663,87.62858981,79.58766043,1.064657439,0.937391447,1.203127723,0.825968796,1.189184095,1.059701867,0.343491348,1.027084943,1.019021529,0.731995709,13371,9910,8531,7563,6276,4507,2708
SM-D9E57_S86_E1-50,588556871,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_010_F01,F2S4_170405_010,A8S4_170418_03,A8S4_170418_03_F11,0.856,8.376016383,L8S4_170426_04,L8S4_170426_04_F11,427,108.408581,RSC-086,SM-D9E57,2835167,1729452,15.1,45.9,67.4,23.04806031,0,0,4.921050506,7.05E-05,3.53E-05,0,0,60.74139548,0.00118441,0.002363176,93.78890203,79.63567931,1.038774834,0.925290562,1.21503627,0.841984924,1.235091929,1.082888726,0.265743846,1.037101389,0.970253302,0.716796468,7629,6821,6232,5857,5368,4543,3360
SM-D9EPV_S35_E1-50,561809324,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_125_C01,F1S4_161026_125,A8S4_161114_03,A8S4_161114_03_C05,0.755,8.751535714,L8S4_161122_01,L8S4_161122_01_C05,437,158.9767737,RSC-055,SM-D9EPV,2248563,1270438,16.9,39.6,66.7,29.07123349,0,0,7.975627101,0.024148756,0.005914889,0,0,54.97257582,0.013622923,0.02163604,92.13684473,78.25015354,1.051245168,0.939819377,1.193851875,0.852846553,1.192090484,1.061481707,0.304471153,1.029201088,0.99585551,0.760658915,8775,6607,5914,5500,4944,4100,3006
SM-D9E5B_S40_E1-50,588557733,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_023_H01,F2S4_170405_023,A8S4_170419_02,A8S4_170419_02_H05,0.748,13.12865337,L8S4_170427_01,L8S4_170427_01_H05,377,208.0061366,RSC-086,SM-D9E5B,2944722,1861064,17.9,45.3,68.9,25.55208947,0,0,4.171327548,0.002139421,0.000135836,0,0,58.76799236,0.001992718,0.005363834,92.95913163,79.31643462,1.045352089,0.926647119,1.206328789,0.845546311,1.225183438,1.075514544,0.27829046,1.039924139,0.978751801,0.720319034,7334,6653,6109,5626,5074,4300,3109
SM-D9E59_S88_E1-50,588557252,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_035_H01,F2S4_170405_035,A8S4_170418_05,A8S4_170418_05_H11,0.774,14.07448865,L8S4_170426_06,L8S4_170426_06_H11,407,281.3492007,RSC-086,SM-D9E59,2822443,1747092,18.6,43.3,68,27.25571429,0,0,5.161840292,0.005420836,0.00471223,0.000106291,0,58.48773562,0.001502245,0.003245415,93.70952753,80.67500389,1.039739862,0.930197439,1.208041721,0.850239734,1.225807629,1.072458672,0.272869978,1.036124486,0.980777047,0.73177476,7553,6904,6313,5858,5183,4370,3043
SM-D9E5B_S43_E1-50,588557727,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_024_C01,F2S4_170405_024,A8S4_170419_02,A8S4_170419_02_C06,0.786,21.34377277,L8S4_170427_01,L8S4_170427_01_C06,378,226.2122265,RSC-086,SM-D9E5B,2734362,1689836,14.1,47.7,69.7,23.64884386,0,0,6.088659804,0.001389721,0.000109715,0,0,63.96600011,0.001329378,0.009546285,93.70200434,83.82017451,1.050358558,0.923605751,1.210988801,0.845342864,1.213913063,1.077484764,0.275089094,1.035534549,0.983195306,0.734534312,9420,8721,7859,7209,6232,4830,2982
SM-D9CYZ_S27_E1-50,570312267,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161129_136_C01,F1S4_161129_136,A8S4_170124_03,A8S4_170124_03_C04,0.792,14.41755784,L8S4_170130_03,L8S4_170130_03_C04,395,191.3073746,RSC-066,SM-D9CYZ,2433908,1414101,14.2,43.9,67.2,25.55938844,0,0,8.028651864,0.001068241,4.11E-05,0,0,61.15888522,0.001219849,0.009342177,93.52596729,80.06987117,1.066724571,0.930977916,1.194331845,0.846199812,1.193178828,1.070153397,0.287163436,1.029790878,1.004322514,0.749096442,8758,8116,7334,6679,5733,4375,2819
LS-15303_S13_E1-50,523920497,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_066_E01,F2S4_160421_066,A8S4_160512_02,A8S4_160512_02_E02,0.772,20.62956113,L8S4_160520_02,L8S4_160520_02_E02,539,74.03714725,RSC-024,LS-15303,2688051,1387034,18.6,33,60.6,31.25885632,0,0,7.989208538,0.021837383,0.00621268,0,0,57.63659246,0.00458213,0.001081081,94.86207665,77.62992592,1.050844122,0.931885909,1.193770627,0.859001303,1.21039543,1.071529604,0.267583367,1.032010227,0.98421682,0.749155955,8570,7853,6880,6259,5448,4403,2982
LS-15502_S94_E1-50,544930885,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_103_F01,F1S4_160721_103,A8S4_160803_02,A8S4_160803_02_F12,0.734,22.80023148,L8S4_160809_01,L8S4_160809_01_F12,351,177.5832254,RSC-036,LS-15502,2519757,1652960,23.7,41.9,74,35.03960898,0,0,6.839548417,0.055878404,0.03484463,0.000198432,0,52.30829798,0.004180562,0.002836781,94.2572637,79.95342408,1.046558033,0.918721689,1.221267213,0.83391434,1.226964689,1.076383536,0.290992765,1.039559108,0.976884779,0.707728223,10226,9320,8499,7811,6787,5274,3345
SM-D9EQ1_S75_E1-50,595543433,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_106_C01,F1S4_170426_106,A8S4_170512_05,A8S4_170512_05_C10,0.642,13.04404358,L8S4_170522_01,L8S4_170522_01_C10,355,154.8564997,RSC-092,SM-D9EQ1,3440257,2043513,18.1,41.3,69.8,30.83717292,0,0,8.663451597,0.047728992,0.028747852,0,0,52.61281352,0.002528009,0.013814666,92.00016162,70.22966598,1.072130458,0.925047089,1.202865992,0.831668866,1.183643555,1.061959191,0.328460042,1.034811546,1.016811982,0.732344465,7919,6955,6372,5926,5272,4279,2996
LS-15559_S45_E1-50,553555947,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_110_E01,F1S4_160831_110,A8S4_160914_02,A8S4_160914_02_E06,0.569,9.126104651,L8S4_160919_01,L8S4_160919_01_E06,348,181.0205177,RSC-043,LS-15559,2973937,1686222,11.2,45.5,62.7,17.93766983,0,0,4.366265997,0.033322831,0.002824539,3.36E-05,0,61.6149905,0.019441569,0.007231491,89.67765625,70.49039707,1.049957024,0.933338441,1.198617229,0.843620223,1.210099192,1.075170279,0.312377719,1.035165248,0.98578391,0.72729711,8698,7432,6580,6029,5278,4250,2985
SM-D9CZX_S53_E1-50,574016902,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170118_118_E01,F1S4_170118_118,A8S4_170210_04,A8S4_170210_04_E07,0.555,6.120622665,L8S4_170216_06,L8S4_170216_06_E07,340,210.6115492,RSC-070,SM-D9CZX,2811320,1653057,16.1,42.7,65.2,24.8410711,0,0,4.663538836,0.12467453,0.064702702,0,0,58.49640027,0.003594753,0.009029566,90.09013559,65.3890699,1.058814441,0.93954129,1.196487736,0.835884118,1.202228789,1.060143721,0.322610945,1.027830217,1.00524011,0.735168453,6387,5461,4871,4573,4157,3558,2735
SM-D9CYR_S52_E1-50,570496268,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_012_D01,F1S4_170106_012,A8S4_170118_03,A8S4_170118_03_D07,0.787,9.470865672,L8S4_170126_02,L8S4_170126_02_D07,422,138.9902749,RSC-065,SM-D9CYR,2515137,1536749,23,38.1,71.1,36.28605519,0,0,8.093714179,0.011609706,0.001908445,0.000159037,0,51.26496091,0.001744637,0.010423687,94.16353861,75.55459206,1.058230347,0.926871595,1.202110388,0.848129999,1.200619222,1.067428949,0.296108104,1.033869713,1.000965984,0.737692563,7135,6565,6045,5663,5126,4307,3164
LS-15093_S43_E1-50,523913370,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160106_007_C01,F1S4_160106_007,A8S4_160425_02,A8S4_160425_02_C06,0.745,29.95383808,L8S4_160513_01,L8S4_160513_01_C06,490,249.4548287,RSC-023,LS-15093,2590726,1507802,22.2,36,66.4,34.25151869,0,0,7.334005989,0.130503959,0.042690736,0.000115798,0,53.55753561,0.005845852,0.002041899,93.88352917,81.14526584,1.044964868,0.945242162,1.183286092,0.86498211,1.205778758,1.058820316,0.279063423,1.029305476,0.989532124,0.764433909,10135,9377,8404,7508,6370,4790,2978
LS-15092_S34_E1-50,522928131,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_035_B01,F2S4_160421_035,A8S4_160504_01,A8S4_160504_01_B05,0.783,36.08137615,L8S4_160510_04,L8S4_160510_04_B05,386,218.6442315,RSC-022,LS-15092,2782653,1638982,20.1,38.8,70.2,35.47003525,0,0,10.56825986,0.129337003,0.048802348,0.000143748,0,51.35857759,0.006203792,0.003780924,93.22700315,81.130777,1.048444572,0.928064982,1.213373275,0.846165096,1.194806818,1.062342799,0.289924682,1.04282835,0.978851839,0.747217356,10914,10085,9005,8179,6852,5014,3002
SM-D9CZG_S42_E1-50,572438827,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_032_B01,F1S4_170106_032,A8S4_170201_03,A8S4_170201_03_B06,0.706,8.571298246,L8S4_170209_01,L8S4_170209_01_B06,428,77.6819066,RSC-068,SM-D9CZG,2606723,1488439,27.8,29.3,70,45.28847139,0,0,11.92059916,0.013810443,0.001534494,0.000153449,0,42.24710489,0.001828349,0.00736557,93.81414903,67.2624786,1.076872286,0.916539019,1.205285743,0.832190572,1.177431208,1.059046936,0.341803613,1.04009899,1.016133778,0.72342456,6473,5932,5464,5074,4538,3864,2977
SM-D9E59_S96_E1-50,588557236,H16.06.008,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_036_H01,F2S4_170405_036,A8S4_170418_05,A8S4_170418_05_H12,0.733,7.928547703,L8S4_170426_06,L8S4_170426_06_H12,387,283.0309625,RSC-086,SM-D9E59,2690210,1651788,16.9,44.5,68.4,25.81359819,0,0,5.220819193,0.002118794,0.001375357,0,0,59.76295531,0.00149282,0.00752655,93.60670728,74.73879363,1.044588355,0.926945176,1.208530515,0.847853042,1.22059673,1.076262259,0.273404611,1.03783663,0.979800689,0.730530074,5578,4853,4435,4228,3889,3414,2760
SM-D9CZ1_S36_E1-50,570312441,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_116_D01,F1S4_161207_116,A8S4_170124_04,A8S4_170124_04_D05,0.603,9.009445186,L8S4_170130_04,L8S4_170130_04_D05,390,104.1369104,RSC-066,SM-D9CZ1,2452238,1292329,10.9,41.8,60.7,19.56845135,0,0,6.045212577,0.004200245,0.004200245,0,0,59.69518456,0.001930074,0.014822786,89.77778666,71.70743623,1.064917532,0.927280236,1.203768676,0.830844438,1.198937709,1.06952802,0.333919888,1.032711017,1.014510397,0.718700938,11170,8015,6937,6315,5491,4370,2990
LS-15516_S85_E1-50,545666307,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_120_E01,F1S4_160721_120,A8S4_160811_01,A8S4_160811_01_E11,0.775,11.69611215,L8S4_160817_03,L8S4_160817_03_E11,505,84.5842902,RSC-038,LS-15516,2007094,911221,16.1,29.3,53.5,27.65550592,0,0,7.235834495,0.043545544,0.022320828,0.000199293,0,58.06065884,0.005104395,0.002984414,93.30415018,77.45225186,1.062859885,0.931603691,1.187781901,0.844830202,1.199515547,1.07216286,0.292409301,1.020300809,1.003656371,0.742569801,9130,7306,6564,5943,5241,4289,2977
LS-15094_S37_E1-50,523913167,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_046_E01,F2S4_160421_046,A8S4_160504_02,A8S4_160504_02_E05,0.791,30.98027523,L8S4_160513_02,L8S4_160513_02_E05,414,118.1846229,RSC-023,LS-15094,2771273,986573,14.3,21.3,41.5,22.50575818,0,0,5.278945813,0.101866543,0.032656472,0.000144338,0,30.25147649,0.008817969,0.000889122,56.51366718,52.63326637,1.087852339,0.920957074,1.183188917,0.831975063,1.115393895,1.053380007,0.496109202,1.078243491,0.976621706,0.727837899,9204,7318,6735,6263,5462,4546,3249
LS-15516_S82_E1-50,545666313,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_120_B01,F1S4_160721_120,A8S4_160811_01,A8S4_160811_01_B11,0.834,23.32523364,L8S4_160817_03,L8S4_160817_03_B11,516,93.19567661,RSC-038,LS-15516,1869787,867581,16.4,30,54.7,28.14138723,0,0,7.758798195,0.011177744,0.006792218,5.35E-05,0,59.21027368,0.003758717,0.002445198,94.1329146,82.60622734,1.061662852,0.931994851,1.189839626,0.847397931,1.199212229,1.070539042,0.285406762,1.024001972,1.000840286,0.747799567,11175,9429,8321,7537,6314,4704,2974
LS-15504_S53_E1-50,544931362,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_104_E01,F1S4_160721_104,A8S4_160803_04,A8S4_160803_04_E07,0.639,12.17944444,L8S4_160809_03,L8S4_160809_03_E07,416,117.288498,RSC-036,LS-15504,2215194,1262661,15.3,41.7,64.4,24.62944555,0,0,5.257056493,0.04135078,0.026814807,0.000270857,0,59.08448651,0.012854405,0.009635725,91.68686806,75.96761277,1.045841114,0.92999572,1.201316875,0.849857196,1.211687594,1.078672854,0.297312466,1.031626248,0.986895685,0.736268553,10186,7183,6401,5851,5185,4272,3114
LS-15088_S60_E1-50,522928855,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_027_D01,F2S4_160421_027,A8S4_160426_01,A8S4_160426_01_D08,0.708,10.90240602,L8S4_160506_04,L8S4_160506_04_D08,417,138.6186549,RSC-022,LS-15088,2119618,1256933,24.8,34.5,67.1,37.27530149,0,0,6.785184878,0.151064956,0.063077404,0.000518961,0,50.3789362,0.009743265,0.002146613,94.09393579,77.041783,1.044049636,0.932358773,1.199653274,0.851978209,1.213901836,1.068824395,0.288634116,1.035054032,0.981340723,0.739923741,8851,6952,6246,5816,5238,4411,3278
LS-15304_S18_E1-50,523920293,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_078_B01,F2S4_160421_078,A8S4_160516_01,A8S4_160516_01_B03,0.696,12.01143478,L8S4_160520_03,L8S4_160520_03_B03,544,79.09100925,RSC-024,LS-15304,3218953,1799395,24.2,31.7,64.9,37.31505244,0,0,7.560346485,0.068655864,0.033302754,3.11E-05,0,49.25912245,0.015704175,0.010792329,92.17214417,72.62063162,1.039772622,0.939537879,1.191649963,0.859406047,1.209274075,1.067462635,0.302551746,1.027390393,0.98572151,0.753954496,7454,6689,6000,5515,4879,4098,3086
LS-15094_S84_E1-50,523913062,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_052_D01,F2S4_160421_052,A8S4_160504_02,A8S4_160504_02_D11,0.801,27.70073394,L8S4_160513_02,L8S4_160513_02_D11,510,137.2560681,RSC-023,LS-15094,2946168,1750023,19.3,40.1,67.5,30.75411857,0,0,6.898350671,0.05284831,0.026746608,0.000101827,0,59.06187291,0.00513243,0.000903207,95.63538128,80.48661855,1.044701719,0.929490811,1.198242332,0.861422457,1.214582293,1.073624067,0.257700608,1.036313707,0.975153942,0.748548069,9547,8879,7861,7127,6038,4551,2974
